-26;63;-1;1668279952264;world
-20;66;-5;1668279963080;world
-21;66;-7;1668279965827;world
-20;66;-8;1668279981213;world
-22;66;-7;1668279965349;world
-26;66;-3;1668279984397;world
-26;65;-1;1668279951458;world
-20;66;-6;1668279963729;world
-19;66;-7;1668279981842;world
-20;66;-7;1668279979282;world
-20;65;-1;1668279955149;world
-20;63;-1;1668279955876;world
-26;65;-7;1668279949477;world
-23;66;-7;1668279964996;world
-26;66;-4;1668279984947;world
