212;115;-183;1672535156660;world
204;115;-175;1672535283560;world
124;152;-221;1673215077587;world
126;156;-219;1673215951184;world
203;113;-175;1672535145617;world
220;67;-233;1674257976356;world
204;115;-183;1672535158474;world
203;113;-183;1672534874768;world
128;160;-211;1673201572711;world
128;160;-212;1673216738937;world
115;144;-24;1674256180848;world
124;152;-217;1673215074021;world
128;160;-213;1673216739438;world
124;152;-218;1673215075138;world
128;160;-214;1673216740041;world
231;104;-184;1674258809197;world
209;109;-188;1672361693167;world
124;152;-219;1673215075682;world
128;160;-215;1673216740590;world
216;106;-175;1672361711692;world
221;68;-232;1674257983210;world
219;64;-233;1674257968413;world
216;106;-188;1673202626981;world
210;110;-175;1672534679711;world
241;41;-177;1674182266806;world
231;87;-184;1674258771898;world
126;155;-219;1673215950638;world
208;106;-188;1672361666898;world
203;112;-175;1672535145216;world
203;112;-183;1672534874388;world
115;143;-24;1674256180394;world
210;110;-188;1672534635111;world
231;103;-184;1674258801255;world
231;86;-184;1674258771295;world
125;152;-207;1673194009650;world
125;152;-208;1673209867910;world
125;152;-210;1673211885813;world
125;152;-211;1673193991973;world
221;67;-233;1674257976608;world
213;115;-175;1672535342937;world
208;109;-186;1672361684758;world
211;115;-183;1672535156924;world
208;109;-185;1672361685094;world
208;109;-184;1672426586979;world
126;158;-219;1673215952235;world
219;67;-233;1674257964653;world
216;109;-188;1672361664165;world
216;109;-187;1672361697795;world
203;115;-182;1672535280763;world
203;115;-181;1672535281012;world
203;115;-180;1672535281314;world
203;115;-179;1672535281675;world
231;106;-184;1674258810198;world
203;115;-178;1672535281964;world
208;109;-188;1672361669100;world
203;115;-177;1672535282457;world
208;109;-187;1672361684494;world
203;115;-176;1672535283017;world
238;37;-175;1674181431926;world
240;41;-172;1674182389302;world
216;108;-175;1672361712700;world
209;110;-175;1672534680358;world
241;43;-177;1674182272058;world
231;89;-184;1674258777249;world
115;129;-24;1674255992568;world
240;41;-176;1674182262257;world
203;114;-175;1672535146217;world
126;157;-219;1673215951740;world
219;66;-233;1674257964905;world
220;68;-232;1674257979915;world
216;108;-188;1672361663665;world
203;114;-183;1672534875188;world
215;108;-263;1672445318653;world
231;105;-184;1674258809797;world
209;110;-188;1672534634824;world
208;108;-188;1672361668711;world
124;152;-207;1673194002799;world
124;152;-208;1673194000555;world
216;107;-175;1672361712310;world
124;152;-209;1673193998946;world
124;152;-210;1673210434715;world
128;160;-207;1673201563242;world
124;152;-211;1673205434669;world
219;65;-233;1674257968765;world
216;107;-188;1672361663198;world
212;115;-175;1672535342809;world
241;42;-177;1674182267908;world
231;88;-184;1674258772300;world
