124;156;-216;1673225721507;world
208;111;-183;1672535660707;world
207;109;-183;1672426590734;world
191;61;-212;1672358252533;world
215;109;-188;1672361687561;world
191;61;-210;1672358249838;world
210;115;-175;1672535341106;world
231;108;-184;1674258811202;world
124;156;-211;1673194152601;world
124;156;-212;1673225750295;world
124;156;-213;1673225750841;world
124;156;-214;1673225722442;world
124;156;-215;1673225721999;world
210;115;-183;1672535157218;world
216;110;-177;1672534668411;world
216;110;-176;1672534644063;world
240;43;-172;1674182387554;world
216;110;-175;1672534900941;world
247;41;-179;1674182433802;world
247;41;-176;1674182443367;world
243;49;-165;1674261882156;world
191;60;-210;1672358249185;world
216;110;-185;1672534639277;world
216;110;-184;1672534639579;world
216;110;-183;1672534666609;world
208;110;-175;1672534681011;world
216;110;-182;1672534666968;world
231;91;-184;1674258778251;world
216;110;-181;1672534667325;world
216;110;-180;1672534667759;world
240;43;-176;1674182265155;world
216;110;-179;1672534669214;world
216;110;-178;1672534668958;world
238;39;-175;1674181432585;world
239;41;-175;1674182275412;world
243;49;-171;1674261878806;world
208;110;-185;1672534434761;world
208;110;-184;1672534434624;world
126;159;-219;1673215953186;world
191;60;-212;1672358251924;world
216;110;-187;1672534638478;world
216;110;-186;1672534638977;world
231;107;-184;1674258810800;world
208;110;-187;1672534435359;world
208;110;-186;1672534434962;world
216;109;-178;1672361704446;world
238;38;-175;1674181432337;world
240;42;-172;1674182388606;world
216;109;-177;1672361704949;world
216;109;-176;1672361705247;world
216;109;-175;1672361713101;world
216;109;-186;1672361698148;world
211;115;-175;1672535341259;world
216;109;-185;1672361698396;world
216;109;-184;1672361699248;world
241;44;-177;1674182271473;world
216;109;-183;1672361699411;world
216;109;-182;1672361699558;world
240;42;-176;1674182262760;world
231;90;-184;1674258777850;world
216;109;-181;1672361700209;world
216;109;-180;1672361703814;world
216;109;-179;1672361704152;world
206;109;-183;1672426591046;world
214;109;-188;1672361691459;world
209;115;-175;1672535340968;world
216;113;-183;1672534850425;world
231;110;-184;1674258812207;world
231;61;-200;1672601244937;world
292;103;-217;1672602113225;world
209;115;-183;1672535157567;world
208;113;-183;1672535659957;world
216;112;-175;1672535135767;world
215;110;-175;1672534677516;world
247;43;-179;1674182435461;world
247;43;-176;1674182441757;world
216;112;-183;1672534850033;world
207;110;-175;1672534472886;world
231;93;-184;1674258783951;world
238;41;-175;1674181433165;world
239;43;-175;1674182277123;world
240;45;-172;1674182387100;world
208;112;-183;1672535661174;world
207;110;-183;1672534428518;world
191;62;-212;1672358254535;world
215;110;-188;1672534637617;world
191;62;-210;1672358250040;world
231;109;-184;1674258811804;world
247;42;-179;1674182435008;world
216;111;-175;1672535135583;world
247;42;-176;1674182446106;world
124;156;-207;1673194162505;world
216;111;-183;1672534847186;world
240;44;-176;1674182264702;world
231;92;-184;1674258783551;world
239;42;-175;1674182275864;world
238;40;-175;1674181432964;world
240;44;-172;1674182387300;world
124;160;-212;1673216744084;world
205;109;-183;1672426591745;world
124;160;-213;1673216744495;world
124;160;-214;1673216745132;world
189;61;-212;1672358188887;world
213;109;-188;1672361694558;world
124;160;-215;1673216745786;world
124;160;-216;1673216748585;world
189;61;-210;1672358192083;world
208;115;-175;1672535339277;world
216;115;-182;1672535346210;world
231;96;-184;1674258792196;world
216;115;-181;1672535346376;world
128;152;-217;1673215072632;world
128;152;-218;1673215080039;world
124;160;-207;1673201566494;world
128;152;-219;1673215079836;world
128;152;-220;1673215079422;world
208;115;-183;1672535277262;world
128;152;-221;1673215078969;world
124;160;-211;1673201569850;world
214;110;-175;1672534677775;world
247;45;-176;1674182440648;world
241;49;-167;1674261870943;world
206;77;-163;1674261394852;world
231;112;-184;1674258813208;world
231;63;-200;1672601244091;world
206;110;-175;1672534472238;world
238;43;-175;1674181434468;world
216;114;-175;1672535136625;world
247;45;-179;1674182436755;world
206;110;-183;1672534428184;world
214;110;-188;1672534636556;world
189;60;-212;1672358188285;world
189;60;-210;1672358191608;world
216;114;-183;1672534850825;world
231;95;-184;1674258784955;world
231;62;-200;1672601244495;world
208;114;-183;1672535549014;world
214;109;-175;1672361722701;world
247;44;-176;1674182441152;world
231;111;-184;1674258812793;world
231;94;-184;1674258784543;world
239;44;-175;1674182276773;world
238;42;-175;1674181434067;world
247;44;-179;1674182437055;world
216;113;-175;1672535135975;world
203;107;-183;1672426584283;world
212;109;-188;1672361694900;world
215;115;-183;1672535155811;world
207;115;-175;1672535339111;world
231;98;-184;1674258793200;world
115;121;-24;1674255988553;world
243;106;-186;1674258832498;world
204;109;-175;1672362062309;world
127;152;-217;1673215072984;world
127;152;-218;1673215071322;world
207;115;-183;1672535276916;world
127;152;-220;1673215068197;world
127;152;-221;1673215078686;world
204;109;-183;1672426592146;world
231;114;-184;1674258817354;world
231;81;-184;1674258762552;world
203;106;-175;1672362078761;world
222;64;-233;1674257974010;world
213;110;-175;1672534678160;world
203;106;-183;1672426583678;world
189;62;-212;1672358189240;world
213;110;-188;1672534636067;world
189;62;-210;1672358192484;world
115;120;-24;1674255988151;world
231;97;-184;1674258792799;world
205;110;-175;1672534471437;world
205;110;-183;1672534427784;world
213;109;-175;1672361722910;world
128;152;-208;1673194073087;world
128;152;-209;1673194072650;world
128;152;-210;1673194072295;world
128;152;-211;1673194072003;world
231;80;-185;1674258762352;world
231;113;-184;1674258816754;world
216;115;-180;1672535346576;world
216;115;-179;1672535346709;world
216;115;-178;1672535347177;world
238;44;-175;1674181770913;world
216;115;-177;1672535345207;world
216;115;-176;1672535345061;world
128;152;-207;1673194073538;world
203;109;-181;1672361718817;world
187;61;-212;1672358178290;world
211;109;-188;1672361693748;world
203;109;-180;1672361719117;world
203;109;-179;1672361719351;world
231;100;-184;1674258799850;world
187;61;-210;1672358167523;world
214;115;-183;1672535156024;world
203;109;-178;1672361719609;world
206;115;-175;1672535338959;world
203;109;-177;1672361720059;world
203;109;-176;1672362062948;world
203;109;-175;1672362093208;world
128;156;-212;1673225753247;world
128;156;-213;1673225754037;world
128;156;-214;1673225754583;world
206;115;-183;1672535276727;world
126;152;-217;1673215073184;world
128;156;-215;1673225755247;world
128;156;-216;1673225756047;world
126;152;-219;1673215949033;world
203;109;-183;1672426585078;world
203;109;-182;1672361718551;world
126;152;-221;1673215078434;world
239;49;-165;1674261885050;world
231;116;-184;1674258818345;world
231;83;-184;1674258763857;world
161;91;-243;1673214022284;world
222;66;-233;1674257972312;world
239;49;-171;1674261876544;world
212;110;-175;1672534678513;world
212;110;-188;1672534635666;world
187;60;-212;1672358183535;world
231;99;-184;1674258793800;world
187;60;-210;1672358166824;world
204;110;-175;1672534445986;world
203;108;-175;1672362092799;world
115;122;-24;1674255989142;world
204;110;-183;1672534427584;world
203;108;-183;1672426584680;world
127;152;-207;1673194091927;world
127;152;-208;1673209859098;world
231;115;-184;1674258817756;world
127;152;-210;1673209850308;world
231;82;-184;1674258763455;world
127;152;-211;1673193988810;world
161;90;-243;1673294060549;world
203;107;-175;1672362092208;world
222;65;-233;1674257973361;world
215;115;-175;1672535343564;world
221;63;-233;1674257988804;world
212;109;-175;1672361723145;world
210;109;-188;1672361693497;world
125;152;-221;1673215077035;world
231;102;-184;1674258800855;world
213;115;-183;1672535156358;world
205;115;-175;1672535284468;world
203;111;-175;1672535143917;world
205;115;-183;1672535158667;world
115;142;-24;1674255999155;world
203;111;-183;1672534873788;world
125;152;-217;1673215073391;world
125;152;-218;1673215070139;world
125;152;-220;1673215068986;world
126;154;-219;1673215950089;world
231;85;-184;1674258770895;world
125;151;-210;1673211885017;world
245;47;-176;1674262004803;world
211;110;-175;1672534679008;world
187;62;-212;1672358170584;world
211;110;-188;1672534635359;world
203;110;-180;1672534466687;world
203;110;-179;1672534464786;world
231;101;-184;1674258800252;world
187;62;-210;1672358168083;world
203;110;-178;1672534464436;world
203;110;-177;1672534464124;world
203;110;-176;1672534463875;world
203;110;-175;1672534896489;world
203;110;-183;1672534887174;world
203;110;-182;1672534465824;world
126;153;-219;1673215949544;world
203;110;-181;1672534466125;world
126;152;-207;1673194043149;world
231;84;-184;1674258764445;world
126;152;-211;1673193990506;world
128;156;-211;1673194156257;world
222;67;-233;1674257972159;world
214;115;-175;1672535343726;world
220;63;-233;1674257988220;world
208;107;-188;1672361668067;world
124;152;-220;1673215076484;world
128;160;-216;1673216742108;world
